0.02	-0.122563973	3.797040939	9.065463066	9.829301218
0.04	0.041649532	3.66792655	9.364776611	10.0575574
0.06	-0.052567095	3.575462341	9.366280556	10.02566236
0.08	-0.281452775	3.605571985	9.011009216	9.709667971
0.1000375	-0.330016762	3.635202646	9.115339279	9.819013164
0.124001562	-0.227334246	3.626708031	9.081436157	9.781470987
0.144001562	-0.282113582	3.587538719	9.160167694	9.841681478
0.168001562	-0.304293454	3.530030012	9.152104378	9.814006365
0.192001562	-0.380055577	3.54843688	9.35200119	10.00978385
0.216	-0.200710729	3.570291042	9.268558502	9.934457189
0.236	-0.264118731	3.563309669	8.977988243	9.662877801
0.256	-0.179641739	3.546032906	8.942304611	9.621404902
0.276009375	-0.08869081	3.585613966	9.281113625	9.950053451
0.3	-0.178224385	3.585106373	9.521845818	10.17596676
0.32	-0.406841934	3.492134809	9.466089249	10.09788946
0.34	-0.343567938	3.447947264	9.324563026	9.947555222
0.36	-0.228483453	3.617514133	9.351752281	10.02965024
0.38	-0.185924128	3.658560514	8.78393364	9.517201427
0.4	-0.280782402	3.686572552	8.846574783	9.588093728
0.42	-0.111129262	3.675836802	9.493746758	10.18112731
0.44	0.038058233	3.582233429	9.675418854	10.3173434
0.46	0.17316781	3.480537176	9.231323242	9.867190833
0.48	0.205326736	3.454459429	9.002370834	9.644590694
0.5	0.14234966	3.533880234	8.727622032	9.417003731
0.52	0.208554119	3.626976013	8.935505867	9.645813336
0.54	0.178310558	3.726756811	9.259690285	9.983104485
0.560004687	-0.007402872	3.696982622	9.303149223	10.0108102
0.584	-0.117833033	3.745900869	9.052352905	9.797486977
0.604034375	-0.173617929	3.663167	9.055674553	9.770065366
0.628	-0.105957791	3.780712605	9.244080544	9.98789467
0.648	-0.065275513	3.786679029	9.172234535	9.923360587
0.668	0.050163314	3.707248926	9.232749939	9.949365929
0.688	0.028778305	3.63364172	9.414700508	10.0916186
0.708	-0.057326768	3.529532194	9.015740395	9.682172211
0.728	-0.00611958	3.646292448	9.100495338	9.803800359
0.748	0.033509247	3.68934989	9.364661217	10.06525237
0.768	0.129334778	3.775091171	9.227923393	9.971088756
0.788	0.133127198	3.772495747	9.02020359	9.778216597
0.808	0.094044246	3.715714931	9.097056389	9.827096047
0.828	0.057077769	3.678652525	9.182787895	9.89238777
0.848	0.04243483	3.688286781	9.224064827	9.93421522
0.868	0.010333375	3.692998886	9.229647636	9.941063476
0.888	0.013838486	3.687108994	9.29292202	9.997667923
0.908	0.035261802	3.664114952	9.290268898	9.98679518
0.928	-0.071720704	3.680520058	9.147583961	9.860510336
0.948	-0.086267874	3.780722141	9.140047073	9.89149951
0.968	0.00230801	3.851035118	9.070270538	9.853947658
0.988	0.01967076	3.739675999	9.142115593	9.877441016
1.008	0.014307749	3.694128752	9.26513958	9.974447522
1.028	0.014068329	3.657344341	9.173345566	9.875557423
1.048	0.048267104	3.707564831	9.160024643	9.882025002
