0.020206927	-4.852046013	5.935396671	6.425925255
0.042618541	-4.536193371	5.863611698	6.162116528
0.064883385	-4.248456478	5.710471153	5.687739372
0.084930521	-4.214957237	5.79661274	5.659025669
0.107187969	-4.047459602	5.806184292	5.769095421
0.129445469	-4.061816216	5.81096983	5.956333637
0.151702916	-4.301098824	6.074778557	6.090332031
0.171750104	-4.061816216	5.944967747	5.961119175
0.194007552	-3.788436413	5.499902725	5.841478348
0.216265052	-3.683152199	5.849255085	6.650850773
0.236312187	-3.898506403	5.921039581	6.780063152
0.258569687	-3.903291941	6.065207005	6.962515831
0.280827239	-3.980460405	6.275775433	7.106084824
0.303084739	-3.855435371	6.261418819	7.259225845
0.323131875	-3.975674868	6.390631199	7.724031448
0.345389375	-4.028316975	6.573083878	8.126624107
0.367646927	-3.664009571	6.548557281	8.140980721
0.389904375	-3.113062143	6.299703598	8.644071579
0.409951562	-2.825325251	6.146563053	8.983852386
0.432209062	-2.562114954	6.213562012	9.233304024
0.454466614	-2.432902336	6.524629116	8.854640007
0.47451375	-2.758326292	6.664011002	8.485547066
0.49677125	-3.27577424	6.395416737	8.754141808
0.519005781	-3.304488182	5.691328526	9.707681656
0.541277604	-2.562114954	4.272983074	10.81914711
0.561286614	-1.848455548	3.338585854	11.00100231
0.583558489	-0.9906286	3.051447153	10.47876835
0.605830312	-0.583250523	3.147160053	9.486943245
0.628102135	-0.377467781	3.285943747	8.222336769
0.648111146	-0.291326165	3.530609846	7.436294556
0.670383073	-0.104087785	3.698107481	6.933801651
0.692654896	0.254835606	3.645465374	6.368497372
0.712663906	0.485144794	3.516252756	6.052046776
0.734935781	0.772283494	3.28115797	6.023332596
0.757207604	0.690927565	3.10408926	6.358327866
0.779479479	0.638285458	3.247658491	6.291328907
0.799488489	0.719641387	3.372683525	5.860620975
0.821760312	0.700498819	3.904488325	5.261219025
0.844032187	0.370289296	4.272983074	5.045864582
0.866304062	0.106480606	4.78085947	4.887938499
0.886313073	-0.238684058	5.126024246	4.916652203
0.908584948	-0.516251504	5.475376606	5.002793789
0.930856823	-0.717248559	5.787041664	5.649454117
0.950865833	-0.573679209	6.170491219	6.099903107
0.973137708	-0.640678287	6.366703033	6.732206345
0.995409583	-0.909272611	6.136991978	7.810173035
1.017674219	-0.904486954	5.787041664	10.0331049
1.040148646	-0.885344386	5.049454212	13.37288761
1.062432396	-1.091127157	5.293521881	15.04965782
1.084716146	-1.393221021	5.533402443	14.15833187
1.106999948	-1.920240164	5.562116146	13.54038525
1.129474375	-2.312663078	5.542973518	13.23350525
1.151758177	-2.55254364	6.175277233	12.44806194
1.174041927	-3.132204771	7.234101295	10.63190937
1.196325729	-3.577867985	8.153543472	8.868997574
1.218800156	-4.301098824	7.344171047	7.915457249
1.241083958	-4.18145752	4.943571568	9.161520004
1.263367708	-3.539582968	2.179263115	10.83350468
1.28565151	-3.218346357	0.814157903	11.92104244
1.308125937	-2.705684185	0.948155999	11.59980583
1.330409739	-2.638685226	1.18743825	9.031708717
1.352693489	-2.480758905	1.465603828	6.176473618
1.374977291	-2.590828657	2.26540494	4.020540237
1.397451719	-2.696112871	3.084946632	2.899502754
1.419735521	-2.413759947	3.592823267	2.894717216
1.442019271	-1.503290772	3.933202267	2.990430117
1.464303125	0.025124637	4.431507587	3.201596737
1.486777552	1.596610904	5.303092957	2.971287489
1.509061302	2.377269268	5.327021599	2.348555326
1.531329791	1.869392633	4.982454777	3.819543123
1.553623073	-0.089730851	5.686542988	6.732206345
1.576068906	-2.059023857	6.098706722	9.443872452
1.598362239	-3.08434844	6.505486488	11.58544922
1.620655573	-2.907279491	6.357131481	12.14118195
1.642948854	-2.452044964	6.093921185	11.17807102
1.665394687	-2.23130703	6.538986206	9.79860878
1.687688073	-1.992024899	6.93679285	8.57228756
1.709981406	-1.508076429	7.396812916	7.776673794
1.732274687	-1.273579836	7.761120319	7.067800045
1.754720521	-1.536790371	8.139185905	7.307082176
1.777013906	-0.870987415	9.174081802	8.773283958
1.799307239	-1.033699393	9.543174744	8.825926781
1.821600521	-2.312663078	9.116654396	8.203194618
1.844046354	-3.299702406	7.665407181	9.333803177
1.866339687	-2.504687071	5.188237667	11.48016453
1.888633021	-0.832702279	3.338585854	12.34277725
1.910926302	0.767497838	2.68713975	10.68036366
1.933372135	1.19880414	2.888735056	9.065806389
